SID_MARCHE;ID_MARCHE;DS_MARCHE;SID_CATEGORIE;ID_CATEGORIE;DS_CATEGORIE;SID_FAMILLE;ID_FAMILLE;DS_FAMILLE
247;108;"VOYAGES AUCHAN";2552;188;"SERVICES";11985;6197;"ACHAT DE DEVISES"
171;97;"TRAITEUR LS";2605;350;"AIDE CULINAIRE TRAITEUR LS";9179;9693;"PATE A PIZZA"
177;129;"BOULANGERIE ATELIER";1956;912;"PAIN FRAIS";9385;33;"BAGUETTES SPECIALES"
219;20;"VINS";2630;473;"VSIG";8884;849;"VSIG BLANCS"
155;106;"CUISINE";1749;410;"USTENSILES DE CUISINE";12484;6697;"PRESSE PUREE"
175;126;"FROMAGE LS";2615;380;"FROMAGE AIDE CULINAIRE APERO";12856;7141;"RICOTTA"
178;177;"CHARCUTERIE LS";1966;951;"PATE ET RILLETTE";12952;7240;"RILLETTE DE POULET"
179;178;"CHARCUTERIE STAND";1969;435;"FE VIANDE ET ROTI CUITS";13767;8111;"FE AUTRE PIECE CUITE"
138;36;"CHAUSSURE";1478;207;"CHAUSSURE HOMME";6838;3855;"CHAUSSURE HOMME CASUAL"
240;80;"BRICOLAGE TRAVAUX";2521;69;"OUTILS PEINTRE,MACON,PLATRIER";11875;6083;"OUTILS DU MACON ET CARRELEUR"
184;900;"SELF-DISCOUNT";2055;965;"SD TRAITEUR";13486;7812;"SD PATES FRAICHES"
173;99;"TRAITEUR STAND";2125;28;"FE APERO RECEPTION";10105;1646;"FE PAIN SURPRISE"
141;75;"IMAGE";1529;505;"DEMATERIALISATION";11195;3713;"AUTRES DEMATERIALISATIONS"
135;27;"ENFANT MODE";1426;358;"HAUT GRANDE FILLE";10615;1008;"GILET GRANDE FILLE"
180;181;"BOUCHERIE ATELIER";1977;957;"VEAU";9459;297;"VEAU A POELER / A GRILLER"
137;34;"BEBE LAYETTE";1470;242;"VETEMENT NUIT BEBE";10517;1636;"PYJAMA"
133;12;"HOMME MODE";2201;14;"GRANDE TAILLE";10554;696;"PANTALON GRANDE TAILLE"
234;67;"ENTRETIEN DU LINGE";1809;666;"LESSIVE";8691;937;"LESSIVES TEXTILE COULEUR"
205;11;"PHOTO-VIDEO";1503;134;"OPTIQUE";10843;2055;"TELESCOPE"
156;107;"ECOLIER BUREAU";1761;493;"ARTICLES ECOLIERS";12611;6881;"RAPPORTEURS"
193;0;"RAYON INCONNU";2084;0;"SOUS-RAYON INCONNU";10398;293;"INCONNUS KS - BRIOCHERIE VIENN"
246;96;"HYGIENE";2517;61;"RASAGE HOMME";11859;6067;"ACCESSOIRES DE RASAGE"
214;3;"ENFANT DESSOUS";2206;143;"SOUS VETEMENTS PETIT GARCON";10627;1079;"BOXER PETIT GARCON"
143;93;"COMMUNICATION";2285;665;"TELEPHONIE MOBILE NU";11213;3731;"SMARTPHONE LS"
238;72;"BRICOLAGE DU QUOTIDIEN";1646;414;"DROGUERIE";7678;5956;"ABSORBEURS D'HUMIDITE"
144;104;"GROS ELECTRO";2250;440;"CAVE A VIN";10789;2080;"CAVE A VIN ENCASTRABLE"
215;8;"BEBE EQUIPEMENT";2651;546;"CHAMBRE ET SECURITE BEBE";6802;3448;"PROTEGES MATELAS"
172;98;"VOLAILLE";2406;559;"COEUR DE REPAS A RECHAUFFER";11358;3935;"POULET FUME"
233;66;"JARDIN VEGETAL";2532;141;"ARBRES ET ARBUSTES";11904;6114;"ARBUSTES FLEURIS"
197;176;"JEUX VIDEO";1724;900;"LOGICIELS";8174;4404;"JEUX DS"
148;53;"AUTO MOTO";2600;344;"PIECES TECHNIQUES DE L'AUTO";7861;5335;"BOUGIES/ACCESSOIRES BOUGIES"
169;219;"PARAPHARMACIE";2721;891;"PRODUITS VETERINAIRES";13386;7712;"PRODUITS VETERINAIRES"
151;92;"OPTIQUE";1680;500;"VERRE PROGRESSIF";7903;5815;"VERRE PROG PHOTOCHROMIQUE"
164;91;"BOISSONS SANS ALCOOL";1839;132;"JUS DE FRUIT";13019;7311;"JUS DE FRUITS ROUGES"
176;128;"PATISSERIE";1952;906;"GOUTER";11455;4238;"MUFFIN'S"
181;184;"POISSONNERIE LS";2480;892;"PLAT PREPARE";11665;4743;"PRODUIT DE LA MER A RECHAUFFER"
167;121;"EPICERIE SUCREE DU QUOTIDIEN";1881;641;"COMPOTES";9009;708;"COMPOTE POCKET"
199;33;"BEAUTE PEM";2314;13;"SERVICES AU CLIENT";11045;3559;"LIVRAISON"
146;218;"MULTIMEDIA";1602;150;"ORDINATEUR PORTABLE";11252;3770;"PORTABLE HYBRIDE >=17 P"
232;65;"JARDIN GROS EQUIPEMENT";1633;521;"AMENAGEMENT EXTERIEUR";10329;1349;"CUVES RECUP EAU A ENTERRER"
166;115;"ALCOOLS ET BIERES";2628;456;"BIERES DEGUSTATION";13040;7333;"CAVE A BIERES"
237;71;"BEBE PETITE PUERICULTURE";2562;215;"CADEAU BEBE";12057;6269;"BOITE CADEAU"
160;63;"ENTRETIEN DE LA MAISON";2623;432;"EMBALLAGE ALIMENTAIRE";13428;7754;"ROULEAUX ALUMINIUM"
142;79;"MEUBLE";1535;803;"LITERIE";7107;8031;"SOMMIER ET PIEDS"
202;43;"IMAGE SON NOMADE ACCESSOIRES";2360;147;"APPAREIL AMBIANCE LUMIERE ATMO";11168;3686;"APPAREIL AMBIANCE LUMIERE ATMO"
168;124;"BEBE ALIMENTS ET PUERICULTURE";2570;228;"EQUIPEMENT REPAS BEBE";12089;6301;"BIBERONS ET ACCESSOIRES"
170;90;"FROMAGE STAND";2537;161;"FE REBLOCHON TOMME ET MONTAGNE";13547;7873;"FE REBLOCHON"
239;74;"EPICERIE SALEE DU QUOTIDIEN";1800;629;"CONSERVES DE POISSON";8651;581;"MAQUEREAUX EN SAUCE"
158;61;"EPICERIE SALEE FAIT MAISON";1802;630;"CONDIMENTS";13142;7438;"VINAIGRETTES"
236;69;"RANGEMENT";1753;402;"TOURS BOITES BACS CORBEILLES";12713;6998;"TIROIRS"
183;188;"FRUITS ET LEGUMES FRAIS";2040;993;"FRUITS A COQUE";11801;5056;"AMANDE"
196;32;"FEMME DESSOUS";1457;356;"CHAUSSETTE";10694;1495;"MINI SOCQUETTE VILLE"
157;113;"BIJOUTERIE";1774;82;"BIJOUX FEMME";8509;4830;"BRACELET TOUT OR FEMME"
174;125;"CREMERIE";2110;536;"LAIT LONGUE CONSERVATION";9317;462;"LAIT ECREME"
223;49;"LIBRAIRIE";1689;483;"PARASCOLAIRE";7961;1054;"CAHIERS DE VACANCES"
229;59;"SNACKING LS";2511;24;"SALADE ET SNACK FROID";11843;6051;"ACCESSOIRES"
191;155;"SPECTACLES ET CADEAUX";2076;155;"CARTES CADEAUX";13808;8152;"ACCESSOIRES CARTES CADEAUX"
217;14;"SNACKING STAND";1930;942;"MP SNACKING STAND";9258;242;"*MP SNACKING STAND"
242;86;"DECO DE LA MAISON";1512;416;"DECO DE LA SALLE DE BAIN";12438;6651;"PORTE BROSSE A DENT"
136;31;"FEMME MODE";1456;354;"ACCESSOIRE";6737;3024;"CEINTURE"
244;89;"EPICERIE SUCREE GOURMANDE";1890;138;"CONFISERIE A BASE DE SUCRE";8925;9732;"SUCETTES"
198;30;"CUISINE PEM";2325;47;"BARBECUE ET PLANCHA ELECTRIQUE";10816;2276;"BARBECUE SUR PIEDS"
247;108;"VOYAGES AUCHAN";2552;188;"SERVICES";11992;6204;"ASSURANCE RAPATRIEMENT"
171;97;"TRAITEUR LS";2605;350;"AIDE CULINAIRE TRAITEUR LS";9173;181;"PATE FEUILLETEE"
177;129;"BOULANGERIE ATELIER";1956;912;"PAIN FRAIS";9391;311;"PAINS BLANCS NON TRANCHES"
219;20;"VINS";2630;473;"VSIG";8883;847;"VSIG ROUGES"
155;106;"CUISINE";1749;410;"USTENSILES DE CUISINE";12503;6721;"ALLUME GAZ MINUTEUR OUVREBOITE"
175;126;"FROMAGE LS";2615;380;"FROMAGE AIDE CULINAIRE APERO";12859;7144;"FROMAGE DES POUR SALADE"
178;177;"CHARCUTERIE LS";1966;951;"PATE ET RILLETTE";9417;406;"PATE ET TERRINE"
179;178;"CHARCUTERIE STAND";1971;938;"FE JAMBON CUIT";13770;8114;"FE EPAULE"
138;36;"CHAUSSURE";1481;202;"CHAUSSURE FEMME";6844;3812;"SNEAKER TOILE FEMME"
240;80;"BRICOLAGE TRAVAUX";2521;69;"OUTILS PEINTRE,MACON,PLATRIER";11877;6085;"BACHES ET ACC DE PROTECTION"
184;900;"SELF-DISCOUNT";2061;978;"SD FROMAGE";9807;9300;"SD PATE PRESSEE"
173;99;"TRAITEUR STAND";2125;28;"FE APERO RECEPTION";9242;4970;"FE MISE EN BOUCHE FROIDE"
141;75;"IMAGE";1529;505;"DEMATERIALISATION";11192;3710;"TV CONNECTEE"
135;27;"ENFANT MODE";1431;382;"ACCESSOIRES FILLE";9857;1315;"ENSEMBLES ACCESSOIRES FILLE"
180;181;"BOUCHERIE ATELIER";1972;159;"MATIERES PREMIERES BOUCHERIE";9472;14;"*MP EPICES POUR MARINADE"
137;34;"BEBE LAYETTE";1469;875;"CONFECTION BEBE FILLE";10515;1630;"SALOPETTE LONGUE"
133;12;"HOMME MODE";2201;14;"GRANDE TAILLE";12131;6344;"BERMUDA GRANDE TAILLE"
234;67;"ENTRETIEN DU LINGE";1809;666;"LESSIVE";13452;7778;"LAVAGE SANS DETERGENT"
205;11;"PHOTO-VIDEO";1503;134;"OPTIQUE";10853;2048;"JUMELLES AUTOFOCUS"
156;107;"ECOLIER BUREAU";1761;493;"ARTICLES ECOLIERS";12614;6886;"AGRAFEUSES ET ACCESSOIRES"
193;0;"RAYON INCONNU";2084;0;"SOUS-RAYON INCONNU";10378;168;"ARRIVAGE DESTOCKAGE EM 5,5    "
246;96;"HYGIENE";2517;61;"RASAGE HOMME";11854;6062;"RASOIR SYSTEME LAME"
214;3;"ENFANT DESSOUS";1429;378;"SOUS VETEMENTS PETITE FILLE";6658;2721;"TSHIRT PETITE FILLE"
143;93;"COMMUNICATION";2285;665;"TELEPHONIE MOBILE NU";10919;2351;"SMARTPHONE IOS"
238;72;"BRICOLAGE DU QUOTIDIEN";1652;729;"ECLAIRAGE";7723;5662;"ECLAIRAGE TUBES"
144;104;"GROS ELECTRO";2250;440;"CAVE A VIN";11030;3544;"CAVE A VIN CONSERVATION"
215;8;"BEBE EQUIPEMENT";2651;546;"CHAMBRE ET SECURITE BEBE";6773;3474;"GIGOTEUSE"
172;98;"VOLAILLE";2406;559;"COEUR DE REPAS A RECHAUFFER";11352;3926;"PLATS CUISINES DE VOLAILLE"
233;66;"JARDIN VEGETAL";2533;144;"FLEURIR TERRASSE BALCON JARDIN";7606;9028;"CACTEES, COMPO. CACTEES"
197;176;"JEUX VIDEO";1724;900;"LOGICIELS";7938;2225;"LOGICIELS VIE PRATIQUE PC"
148;53;"AUTO MOTO";1671;783;"HUILES";7852;5340;"HUILES AUTO MIXTES"
169;219;"PARAPHARMACIE";2723;914;"ENTRETIEN DU SPORTIF";9105;5400;"ENTRETIEN DU SPORTIF"
151;92;"OPTIQUE";1680;500;"VERRE PROGRESSIF";7899;5802;"VERRE PROGRESSIF BLANC"
164;91;"BOISSONS SANS ALCOOL";1839;132;"JUS DE FRUIT";13014;7305;"JUS DE FRUITS AUTRES AGRUMES"
176;128;"PATISSERIE";1952;906;"GOUTER";9372;194;"DONUT'S"
181;184;"POISSONNERIE LS";2003;913;"ENTREE ET SOUPE";11693;4771;"CROUTONS"
167;121;"EPICERIE SUCREE DU QUOTIDIEN";1876;304;"CEREALES";13185;7483;"CEREALE ENFANT"
199;33;"BEAUTE PEM";2314;13;"SERVICES AU CLIENT";11043;3557;"AUTRES SERVICES AU CLIENT"
146;218;"MULTIMEDIA";1602;150;"ORDINATEUR PORTABLE";11255;3773;"PORTABLE CLASSIQUE <=12,9 P"
232;65;"JARDIN GROS EQUIPEMENT";1633;521;"AMENAGEMENT EXTERIEUR";7553;4142;"BASSIN JARDIN ET ACCESSOIRES"
166;115;"ALCOOLS ET BIERES";2624;441;"DIGESTIFS";8845;816;"ARMAGNAC"
237;71;"BEBE PETITE PUERICULTURE";2563;216;"CHANGE";12058;6270;"LANGE - ALESE"
160;63;"ENTRETIEN DE LA MAISON";2623;432;"EMBALLAGE ALIMENTAIRE";8708;665;"SACS DE CONGELATION"
142;79;"MEUBLE";1535;803;"LITERIE";7102;4607;"MATELAS 2 PERSONNES"
202;43;"IMAGE SON NOMADE ACCESSOIRES";2280;769;"ACCESSOIRES TV";7052;6937;"NETTOYAGE"
168;124;"BEBE ALIMENTS ET PUERICULTURE";2570;228;"EQUIPEMENT REPAS BEBE";12088;6300;"VAISSELLE ET COUVERTS"
170;90;"FROMAGE STAND";2537;161;"FE REBLOCHON TOMME ET MONTAGNE";13546;7872;"FE MORBIER"
239;74;"EPICERIE SALEE DU QUOTIDIEN";1800;629;"CONSERVES DE POISSON";13133;7429;"RILLETTES DE POISSON"
158;61;"EPICERIE SALEE FAIT MAISON";1802;630;"CONDIMENTS";13140;7436;"CONFITS"
236;69;"RANGEMENT";1753;402;"TOURS BOITES BACS CORBEILLES";12715;7000;"RANGEMENT DESSOUS DE LIT"
183;188;"FRUITS ET LEGUMES FRAIS";2169;92;"FRUITS ROUGES";9655;213;"CERISE"
196;32;"FEMME DESSOUS";1457;356;"CHAUSSETTE";12187;6400;"CHAUSSETTE HAUTE VILLE LAINE"
157;113;"BIJOUTERIE";1774;82;"BIJOUX FEMME";8533;5163;"AUTRES BIJOUX NON PRECIEUX FEM"
174;125;"CREMERIE";2110;536;"LAIT LONGUE CONSERVATION";12833;7118;"AUTRES LAITS DEMI ECREME"
223;49;"LIBRAIRIE";2156;39;"TOURISME";10235;1678;"BEAUX LIVRES DE VOYAGE"
229;59;"SNACKING LS";2511;24;"SALADE ET SNACK FROID";9192;9679;"AUTRE SNACK FROID"
191;155;"SPECTACLES ET CADEAUX";2076;155;"CARTES CADEAUX";13812;8156;"CARTES SERVICES A LA PERSONNE"
217;14;"SNACKING STAND";1922;55;"SANDWICH STAND";13595;7921;"AUTRE SANDWICH"
242;86;"DECO DE LA MAISON";1512;416;"DECO DE LA SALLE DE BAIN";12447;6660;"RANGEMENT DE DOUCHE ET DE BAIN"
136;31;"FEMME MODE";1443;259;"GRANDE TAILLE";6696;1229;"TEE SHIRT / POLO GRANDE TAILLE"
244;89;"EPICERIE SUCREE GOURMANDE";1890;138;"CONFISERIE A BASE DE SUCRE";8913;546;"SPECIALITES BONBONS MOUS"
198;30;"CUISINE PEM";1573;682;"CUISSON CONVIVIALE";10807;2235;"FONDUES"
247;108;"VOYAGES AUCHAN";2552;188;"SERVICES";11990;6202;"ASSURANCE RETOUR IMPOSSIBLE"
171;97;"TRAITEUR LS";2605;350;"AIDE CULINAIRE TRAITEUR LS";9174;9686;"PATE BRISEE"
177;129;"BOULANGERIE ATELIER";1956;912;"PAIN FRAIS";9393;1243;"ACCESSOIRES PAIN FRAIS"
219;20;"VINS";2630;473;"VSIG";13050;7343;"VINS SANS ALCOOL"
155;106;"CUISINE";1749;410;"USTENSILES DE CUISINE";12496;6711;"BOLS MELANGEURS"
175;126;"FROMAGE LS";2615;380;"FROMAGE AIDE CULINAIRE APERO";12853;7138;"FROMAGE AIDE CUL. ET APERO BIO"
178;177;"CHARCUTERIE LS";1966;951;"PATE ET RILLETTE";9418;408;"RILLETTE DE PORC"
179;178;"CHARCUTERIE STAND";1971;938;"FE JAMBON CUIT";13772;8116;"FE JAMBON DE VOLAILLE"
138;36;"CHAUSSURE";1483;200;"CHAUSSURE FILLE";6861;3901;"BOOTS / BOTTE FILLE"
240;80;"BRICOLAGE TRAVAUX";1658;722;"QUINCAILLERIE SECURITE";12685;6969;"CORDONNERIE MIGRATIONS 2014"
184;900;"SELF-DISCOUNT";2049;922;"SD PARFUMERIE";9748;9257;"SD HYGIENE BEAUTE"
173;99;"TRAITEUR STAND";2125;28;"FE APERO RECEPTION";13651;7977;"FE AUTRE APERO RECEPTION"
141;75;"IMAGE";1529;505;"DEMATERIALISATION";10314;11;"TV A LA CARTE"
135;27;"ENFANT MODE";1431;382;"ACCESSOIRES FILLE";9858;1316;"ECHARPE/FOULARD FILLE"
180;181;"BOUCHERIE ATELIER";1977;957;"VEAU";9460;2950;"VEAU BIO"
137;34;"BEBE LAYETTE";1470;242;"VETEMENT NUIT BEBE";10519;1639;"BOITES CADEAU VETEMENT DE NUIT"
133;12;"HOMME MODE";2201;14;"GRANDE TAILLE";10551;658;"MANTEAU BLOUSON GRANDE TAILLE"
234;67;"ENTRETIEN DU LINGE";1809;666;"LESSIVE";8692;939;"LESSIVES POUDRE"
205;11;"PHOTO-VIDEO";2263;280;"APPAREIL PHOTO";9867;1325;"APPAREIL PHOTO BRIDGE"
156;107;"ECOLIER BUREAU";1761;493;"ARTICLES ECOLIERS";8414;4361;"GOMMES"
193;0;"RAYON INCONNU";2084;0;"SOUS-RAYON INCONNU";10394;261;"INCONNUS KS - PRODUITS DU MOND"
246;96;"HYGIENE";2517;61;"RASAGE HOMME";11858;6066;"DEPILATOIRE HOMME"
214;3;"ENFANT DESSOUS";1429;378;"SOUS VETEMENTS PETITE FILLE";6659;2725;"BAS DU CORPS PETITE FILLE"
143;93;"COMMUNICATION";2285;665;"TELEPHONIE MOBILE NU";11211;3729;"SMARTPHONE BLACKBERRY"
238;72;"BRICOLAGE DU QUOTIDIEN";1652;729;"ECLAIRAGE";7715;4146;"ECLAIRAGE FLUO COMPACTE"
144;104;"GROS ELECTRO";2250;440;"CAVE A VIN";7229;2249;"CAVE A VIN MISE EN SERVICE"
215;8;"BEBE EQUIPEMENT";1475;877;"TOILETTE REPAS RELAXATION BB";6817;1713;"TRANSATS-BALANCELLES"
172;98;"VOLAILLE";2406;559;"COEUR DE REPAS A RECHAUFFER";9219;4024;"PANES DE VOLAILLE"
233;66;"JARDIN VEGETAL";2533;144;"FLEURIR TERRASSE BALCON JARDIN";11908;6118;"COMPOSITIONS TAUX INTERM."
197;176;"JEUX VIDEO";1724;900;"LOGICIELS";12651;6930;"JEUX XBOX 720"
148;53;"AUTO MOTO";1671;783;"HUILES";7851;5331;"HUILES AUTO DIESEL"
169;219;"PARAPHARMACIE";1899;323;"PREMIERS SOINS";13407;7733;"SOIN DES PLAIES"
151;92;"OPTIQUE";1677;322;"MONTURE";7871;5705;"MONTURE MIXTE"
164;91;"BOISSONS SANS ALCOOL";1838;131;"COLAS";13013;7304;"COLAS AROMATISES"
176;128;"PATISSERIE";1952;906;"GOUTER";11454;4237;"BROWNIES"
181;184;"POISSONNERIE LS";2477;894;"SAUMON ET TRUITE FUMES";9536;119;"TRUITE FUMEE"
167;121;"EPICERIE SUCREE DU QUOTIDIEN";1881;641;"COMPOTES";9067;1383;"COMPOTES BIO"
199;33;"BEAUTE PEM";2236;529;"HYGIENE DENTAIRE";10763;2096;"COMBINE DENTAIRE"
146;218;"MULTIMEDIA";1602;150;"ORDINATEUR PORTABLE";7413;2123;"PORTABLE TACTILE 15-16,9 P"
232;65;"JARDIN GROS EQUIPEMENT";1633;521;"AMENAGEMENT EXTERIEUR";7638;4664;"PORTIQUES"
166;115;"ALCOOLS ET BIERES";2624;441;"DIGESTIFS";13031;7324;"DIGESTIFS BIO"
237;71;"BEBE PETITE PUERICULTURE";2557;204;"EQUIPEMENT REPAS BEBE";6825;1702;"TETINES"
160;63;"ENTRETIEN DE LA MAISON";1811;225;"DESODORISANTS";13461;7787;"AEROSOLS MINI-SPRAYS"
142;79;"MEUBLE";2587;282;"SERVICES AU CLIENT";12274;6487;"INSTALLATION TX PLEIN"
202;43;"IMAGE SON NOMADE ACCESSOIRES";2280;769;"ACCESSOIRES TV";10866;2424;"DEPOT VENTE ACCESSOIRES TV"
168;124;"BEBE ALIMENTS ET PUERICULTURE";2570;228;"EQUIPEMENT REPAS BEBE";12085;6297;"PETIT ELECTRO LAIT"
170;90;"FROMAGE STAND";2537;161;"FE REBLOCHON TOMME ET MONTAGNE";13545;7871;"FE SAINT NECTAIRE"
239;74;"EPICERIE SALEE DU QUOTIDIEN";1800;629;"CONSERVES DE POISSON";13129;7425;"PRODUITS DE LA MER SPECIALITES"
158;61;"EPICERIE SALEE FAIT MAISON";1792;130;"AIDES CULINAIRES";13087;7382;"FONDS ET FUMETS"
183;188;"FRUITS ET LEGUMES FRAIS";2498;564;"FRUITS LEGUMES PRET A EMPLOI";11752;4864;"OLIVES"
196;32;"FEMME DESSOUS";2579;267;"SOUS VETEMENTS MAMAN";12173;6386;"SOUS VETEMENTS MAMAN"
157;113;"BIJOUTERIE";1774;82;"BIJOUX FEMME";8532;4725;"COLLIER NON PRECIEUX FEMME"
174;125;"CREMERIE";2110;536;"LAIT LONGUE CONSERVATION";9315;460;"LAIT ENTIER"
223;49;"LIBRAIRIE";1692;488;"VIE PRATIQUE LOISIRS";7989;9929;"NATURE ANIMAUX JARDINAGE"
229;59;"SNACKING LS";1908;234;"SNACK CHAUD";9187;9685;"VOLAILLE A GRIGNOTER"
191;155;"SPECTACLES ET CADEAUX";2082;295;"BILLETTERIE SPECTACLES";13844;8188;"DIVERS SPECTACLES"
217;14;"SNACKING STAND";2514;46;"SNACKING CHAUD STAND";9249;9656;"SNACK CHAUD STAND"
242;86;"DECO DE LA MAISON";1512;416;"DECO DE LA SALLE DE BAIN";12437;6650;"DISTRIBUTEUR DE SAVON"
136;31;"FEMME MODE";1445;342;"JUPE ET ROBE";6704;3033;"JUPE"
244;89;"EPICERIE SUCREE GOURMANDE";1890;138;"CONFISERIE A BASE DE SUCRE";8902;309;"GUIMAUVE TX REDUIT"
198;30;"CUISINE PEM";2239;611;"PETIT DEJEUNER";10767;2309;"GRILLE PAIN PLAT ET AUTRES"
247;108;"VOYAGES AUCHAN";2552;188;"SERVICES";11986;6198;"VISA COLLECTIF"
171;97;"TRAITEUR LS";2601;345;"ENTREE TRAITEUR LS";12727;7012;"FEUILLETE GARNI"
177;129;"BOULANGERIE ATELIER";1956;912;"PAIN FRAIS";9387;325;"PAINS SPECIAUX NON TRANCHES"
219;20;"VINS";2096;934;"MAGNUM/FILLETTE";13064;7358;"MAGNUMS/FILLETTES ROSES"
155;106;"CUISINE";1749;410;"USTENSILES DE CUISINE";12511;6729;"USTENSILES POUR SERVIR"
175;126;"FROMAGE LS";2615;380;"FROMAGE AIDE CULINAIRE APERO";12860;7145;"MOZZARELLA"
178;177;"CHARCUTERIE LS";1964;929;"CHARCUTERIE APERITIF";9416;123;"CHARCUTERIE A TARTINER"
179;178;"CHARCUTERIE STAND";1971;938;"FE JAMBON CUIT";13769;8113;"FE JAMBON NATURE PARIS/CHOIX"
138;36;"CHAUSSURE";1478;207;"CHAUSSURE HOMME";10697;1834;"BOTTE DE NEIGE HOMME"
240;80;"BRICOLAGE TRAVAUX";1658;722;"QUINCAILLERIE SECURITE";12677;6961;"ALARMES ET CAMERAS"
184;900;"SELF-DISCOUNT";2566;220;"SD BSA";9727;9236;"SD EAUX"
173;99;"TRAITEUR STAND";2719;829;"FE PIZZA ET TARTE SALEE";9247;9652;"FE PIZZA A PARTAGER"
141;75;"IMAGE";2362;148;"BOITIER D'ACCES WEB";11181;3699;"BOITIER D'ACCES WEB"
135;27;"ENFANT MODE";1431;382;"ACCESSOIRES FILLE";6669;2760;"GANTS/MOUFLES FILLE"
180;181;"BOUCHERIE ATELIER";1980;960;"CHEVAL";9469;362;"CHEVAL A MIJOTER"
137;34;"BEBE LAYETTE";1469;875;"CONFECTION BEBE FILLE";6785;1170;"ROBE"
133;12;"HOMME MODE";2201;14;"GRANDE TAILLE";10550;656;"VESTE COSTUME GRANDE TAILLE"
234;67;"ENTRETIEN DU LINGE";1809;666;"LESSIVE";13446;7772;"LESSIVES TEXTILE DELICAT"
205;11;"PHOTO-VIDEO";2352;125;"SERVICES AU CLIENT";11148;3662;"INSTALLATION TX INTERM"
156;107;"ECOLIER BUREAU";1770;157;"CORRESPONDANCE";12632;6907;"COLIS"
193;0;"RAYON INCONNU";2084;0;"SOUS-RAYON INCONNU";10371;129;"ARRIVAGE DESTOCKAGE PGC 5,5   "
246;96;"HYGIENE";2516;52;"SAVON";11852;6060;"DESINFECTANT"
214;3;"ENFANT DESSOUS";1429;378;"SOUS VETEMENTS PETITE FILLE";6657;2720;"S GORGE/BRASSIERE PETITE FILLE"
143;93;"COMMUNICATION";2285;665;"TELEPHONIE MOBILE NU";11209;3727;"SMARTPHONE BADA"
238;72;"BRICOLAGE DU QUOTIDIEN";1646;414;"DROGUERIE";12659;6939;"ADHESIFS D' EMBALLAGE"
144;104;"GROS ELECTRO";1561;688;"REFRIGERATEUR";7235;6853;"REFRIGERATEUR CONGELATEUR BAS"
215;8;"BEBE EQUIPEMENT";1474;876;"PROMENADE BEBE";12063;6275;"POUSSETTES POLYVALENTE"
172;98;"VOLAILLE";2406;559;"COEUR DE REPAS A RECHAUFFER";11353;3928;"CANARD CONFIT"
233;66;"JARDIN VEGETAL";2533;144;"FLEURIR TERRASSE BALCON JARDIN";11906;6116;"BONSAI"
197;176;"JEUX VIDEO";1724;900;"LOGICIELS";8177;4407;"JEUX PS 3"
148;53;"AUTO MOTO";1671;783;"HUILES";7849;5328;"HUILES AUTO SPECIFIQUES"
169;219;"PARAPHARMACIE";1899;323;"PREMIERS SOINS";9103;899;"TROUBLES OCULAIRES"
151;92;"OPTIQUE";1677;322;"MONTURE";7870;5703;"MONTURE HOMME"
164;91;"BOISSONS SANS ALCOOL";1838;131;"COLAS";9930;1358;"COLAS BIO"
176;128;"PATISSERIE";1952;906;"GOUTER";11459;4242;"PALMIERS"
181;184;"POISSONNERIE LS";2479;897;"APERO RECEPTION";9545;395;"RETRAIT E-COMMERCE"
167;121;"EPICERIE SUCREE DU QUOTIDIEN";1881;641;"COMPOTES";13197;7495;"COMPOTE FAMILIAL"
199;33;"BEAUTE PEM";2236;529;"HYGIENE DENTAIRE";7313;4895;"CONSOMMABLES HYGIENE DENTAIRE"
146;218;"MULTIMEDIA";1602;150;"ORDINATEUR PORTABLE";10123;1901;"PORTABLE TACTILE <=12,9 P"
232;65;"JARDIN GROS EQUIPEMENT";1633;521;"AMENAGEMENT EXTERIEUR";12311;6524;"BARBECUES PIERRE"
166;115;"ALCOOLS ET BIERES";2624;441;"DIGESTIFS";8843;811;"COGNACS"
237;71;"BEBE PETITE PUERICULTURE";2717;810;"EQUIPEMENT BAIN BEBE";12048;6260;"ACCESSOIRES BAIN"
160;63;"ENTRETIEN DE LA MAISON";1811;225;"DESODORISANTS";13464;7790;"DESODORISANTS AUTO"
142;79;"MEUBLE";2587;282;"SERVICES AU CLIENT";12272;6485;"LIVRAISON"
202;43;"IMAGE SON NOMADE ACCESSOIRES";2280;769;"ACCESSOIRES TV";7048;2203;"TELECOMMANDE"
168;124;"BEBE ALIMENTS ET PUERICULTURE";2573;238;"EVEIL BEBE";12123;6336;"JOUET"
170;90;"FROMAGE STAND";2560;209;"FE AIDE CULINAIRE ET APERO";13564;7890;"FE AUTRES FROMAGES INGREDIENTS"
239;74;"EPICERIE SALEE DU QUOTIDIEN";1800;629;"CONSERVES DE POISSON";13132;7428;"SAUMON TRUITE"
158;61;"EPICERIE SALEE FAIT MAISON";1792;130;"AIDES CULINAIRES";8677;1375;"AIDES CULINAIRES - BIO"
183;188;"FRUITS ET LEGUMES FRAIS";2498;564;"FRUITS LEGUMES PRET A EMPLOI";11750;4862;"AUTRES FRUITS LEG P. A EMPLOI"
196;32;"FEMME DESSOUS";1455;392;"SOUTIEN GORGE SEUL";10692;1484;"GRAND MAINTIEN"
157;113;"BIJOUTERIE";1774;82;"BIJOUX FEMME";8493;4804;"BAGUE OR ET PRECIEUSES FEMME"
